id,word,reading,meaning,meaningZh,review,source_file,site_image
n4_07486,汽車,きしゃ,steam train,蒸汽火车,OK,tup_n4\files\n4_07486_汽車_蒸汽火车.png,assets/images/n4_07486_汽車.png
n4_07504,湯,ゆ,hot water,热水,OK,tup_n4\files\n4_07504_湯_热水.png,assets/images/n4_07504_湯.png
n4_07509,火,ひ,fire,火、火灾,OK,tup_n4\files\n4_07509_火_火、火灾.png,assets/images/n4_07509_火.png
n4_07510,火事,かじ,fire,火、火灾,OK,tup_n4\files\n4_07510_火事_火、火灾.png,assets/images/n4_07510_火事.png
n4_07516,焼ける,やける,"to burn,to be roasted",燃烧、烤焦,OK,tup_n4\files\n4_07516_焼ける_燃烧、烤焦.png,assets/images/n4_07516_焼ける.png
n4_07521,特急,とっきゅう,limited express train (faster than an express train),特急列车,OK,tup_n4\files\n4_07521_特急_特急列车.png,assets/images/n4_07521_特急.png
n4_07549,眠る,ねむる,to sleep,睡觉,OK,tup_n4\files\n4_07549_眠る_睡觉.png,assets/images/n4_07549_眠る.png
n4_07555,研究室,けんきゅうしつ,"study room,laboratory",研究室、实验室,OK,tup_n4\files\n4_07555_研究室_研究室、实验室.png,assets/images/n4_07555_研究室.png
n4_07567,空港,くうこう,airport,机场,OK,tup_n4\files\n4_07567_空港_机场.png,assets/images/n4_07567_空港.png
n4_07573,米,こめ,uncooked rice,米、生米,OK,tup_n4\files\n4_07573_米_米、生米.png,assets/images/n4_07573_米.png
n4_07592,背中,せなか,back of the body,背部、后背,OK,tup_n4\files\n4_07592_背中_背部、后背.png,assets/images/n4_07592_背中.png
n4_07597,舟,ふね,ship,船,OK,tup_n4\files\n4_07597_舟_船.png,assets/images/n4_07597_舟.png
n4_07604,虫,むし,insect,虫、昆虫,OK,tup_n4\files\n4_07604_虫_虫、昆虫.png,assets/images/n4_07604_虫.png
n4_07640,踊る,おどる,to dance,跳舞,OK,tup_n4\files\n4_07640_踊る_跳舞.png,assets/images/n4_07640_踊る.png
n4_07662,運転,うんてん・する,to drive,驾驶,OK,tup_n4\files\n4_07662_運転_驾驶.png,assets/images/n4_07662_運転.png
n4_07674,釣る,つる,to fish,钓鱼,OK,tup_n4\files\n4_07674_釣る_钓鱼.png,assets/images/n4_07674_釣る.png
n4_07685,雲,くも,cloud,云,OK,tup_n4\files\n4_07685_雲_云.png,assets/images/n4_07685_雲.png
n4_07691,食事,しょくじ・する,to have a meal,吃饭、用餐,OK,tup_n4\files\n4_07691_食事_吃饭、用餐.png,assets/images/n4_07691_食事.png
n4_07698,高校,こうこう,high school,高中,OK,tup_n4\files\n4_07698_高校_高中.png,assets/images/n4_07698_高校.png
n4_07699,高校生,こうこうせい,high school student,高中生,OK,tup_n4\files\n4_07699_高校生_高中生.png,assets/images/n4_07699_高校生.png
n4_07700,高等学校,こうとうがっこう,high school,高中,OK,tup_n4\files\n4_07700_高等学校_高中.png,assets/images/n4_07700_高等学校.png
n5_07718,いす,いす / イス,chair,椅子,OK,tup\n5_07718_いす_00001_.png,assets/images/n5_07718_いす.png
n5_07725,おなか,おなか,stomach,肚子、胃,OK,tup\n5_07725_おなか_00000.png,assets/images/n5_07725_おなか.png
n5_07726,おばあさん,おばあさん / おばーさん,"grandmother,female senior-citizen",祖母、老奶奶,OK,tup\n5_07726_おばあさん_00003_.png,assets/images/n5_07726_おばあさん.png
n5_07729,お兄さん,おにいさん,(honorable) older brother,哥哥,OK,tup\n5_07729＿お兄さん_00000.png,assets/images/n5_07729_お兄さん.png
n5_07730,お姉さん,おねえさん,(honorable) older sister,姐姐,OK,tup\n5_07730_お姉さん.png,assets/images/n5_07730_お姉さん.png
n5_07734,お父さん,おとうさん,(honorable) father,父亲、爸爸,OK,tup\n5_07734＿お父さん_00000.png,assets/images/n5_07734_お父さん.png
n5_07736,お茶,おちゃ,green tea,绿茶,OK,tup\n5_07736_お茶_00001_.png,assets/images/n5_07736_お茶.png
n5_07739,お金,おかね,money,钱,OK,tup\n5_07739_お金.png,assets/images/n5_07739_お金.png
n5_07742,かぎ,かぎ / カギ,key,钥匙,OK,tup\n5_07742_かぎ_00003_.png,assets/images/n5_07742_かぎ.png
n5_07744,かばん,かばん,"bag,basket",包、篮子,OK,tup\n5_07744_かばん_00001_.png,assets/images/n5_07744_かばん.png
n5_07777,ちゃわん,ちゃわん,rice bowl,饭碗,OK,tup\n5_07777_ちゃわん_00003_.png,assets/images/n5_07777_ちゃわん.png
n5_07786,とり肉,とりにく,chicken meat,鸡肉,OK,tup\n5_07786_とり肉_00001_.png,assets/images/n5_07786_とり肉.png
n5_07821,カップ,カップ,cup,杯子,OK,tup\n5_07821_カップ_00001_.png,assets/images/n5_07821_カップ.png
n5_07822,カメラ,カメラ / キャメラ,camera,相机,OK,tup\n5_07822_カメラ_00001_.png,assets/images/n5_07822_カメラ.png
n5_07830,コップ,コップ / コツフ,a glass,玻璃杯,OK,tup\n5_07830_コップ.png,assets/images/n5_07830_コップ.png
n5_07832,コート,コート,"coat,tennis court",外套、网球场,OK,tup\n5_07832_コート.png,assets/images/n5_07832_コート.png
n5_07833,コーヒー,コーヒー,coffee,咖啡,OK,tup\n5_07833_コーヒー.png,assets/images/n5_07833_コーヒー.png
n5_07834,シャツ,シャツ,shirt,衬衫,OK,tup\n5_07834＿シャツ.png,assets/images/n5_07834_シャツ.png
n5_07836,スカート,スカート,skirt,裙子,OK,tup\n5_07836＿スカート.png,assets/images/n5_07836_スカート.png
n5_07838,スプーン,スプーン / スプン,spoon,勺子,OK,tup\n5_07838_スプーン.png,assets/images/n5_07838_スプーン.png
n5_07844,タクシー,タクシー / タクシ / タキシ,taxi,出租车,OK,tup\n5_07844_タクシー_00001_.png,assets/images/n5_07844_タクシー.png
n5_07847,テーブル,テーブル,table,桌子,OK,tup\n5_07847_テーブル_00001_.png,assets/images/n5_07847_テーブル.png
n5_07850,デパート,デパート,department store,百货商店,OK,tup\n5_07850_デパート_00001_.png,assets/images/n5_07850_デパート.png
n5_07853,ナイフ,ナイフ,knife,刀,OK,tup\n5_07853_ナイフ_00001_.png,assets/images/n5_07853_ナイフ.png
n5_07858,バス,バス,bus,公交车,OK,tup\n5_07858_バス_00001_.png,assets/images/n5_07858_バス.png
n5_07860,パン,パン,bread,面包,OK,tup\n5_07860_パン_00003_.png,assets/images/n5_07860_パン.png
n5_07863,フォーク,フォーク / ホーク,fork,叉子,OK,tup\n5_07863_フォーク_00001_.png,assets/images/n5_07863_フォーク.png
n5_07867,ペン,ペン,pen,笔,OK,tup\n5_07867_ペン_00001_.png,assets/images/n5_07867_ペン.png
n5_07869,ホテル,ホテル,hotel,酒店、旅馆,OK,tup\n5_07869_ホテル_00001_.png,assets/images/n5_07869_ホテル.png
n5_07871,ボールペン,ボールペン / ボール・ペン,ball-point pen,圆珠笔,OK,tup\n5_07871_ボールペン_00001_.png,assets/images/n5_07871_ボールペン.png
n5_07879,レストラン,レストラン,restaurant,餐厅,OK,tup\n5_07879_レストラン_00003_.png,assets/images/n5_07879_レストラン.png
n5_07880,ワイシャツ,ワイシャツ,business shirt,衬衫,OK,tup\n5_07880＿ワイシャツ.png,assets/images/n5_07880_ワイシャツ.png
n5_07883,一人,ひとり,one person,一个人,OK,tup\n5_07883_一人_00001_.png,assets/images/n5_07883_一人.png
n5_07893,万年筆,まんねんひつ,fountain pen,钢笔,OK,tup\n5_07893_万年筆.png,assets/images/n5_07893_万年筆.png
n5_07901,上着,うわぎ,jacket,外套,OK,tup\n5_07901_上着.png,assets/images/n5_07901_上着.png
n5_07915,二人,ふたり,two people,两个人,OK,tup\n5_07915_二人.png,assets/images/n5_07915_二人.png
n5_07923,交番,こうばん,police box,派出所、交番,OK,tup\n5_07923_交番.png,assets/images/n5_07923_交番.png
n5_07938,伯父/叔父,おじいさん,"grandfather,male senior citizen",祖父、老爷爷,OK,tup\n5_07938_伯父_叔父_00001_.png,assets/images/n5_07938_伯父_叔父.png
n5_07941,体,からだ,body,身体,OK,tup\n5_07941_体_00003_.png,assets/images/n5_07941_体.png
n5_07948,傘,かさ,umbrella,伞,OK,tup\n5_07948_傘_00001_.png,assets/images/n5_07948_傘.png
n5_07950,元気,げんき,"health, vitality",健康、精神,OK,tup\n5_07950_元気_00002_.png,assets/images/n5_07950_元気.png
n5_07951,兄,あに,(humble) older brother,哥哥,OK,tup\n5_07951_兄_00001_.png,assets/images/n5_07951_兄.png
n5_07965,公園,こうえん,park,公园,OK,tup\n5_07965_公園_00001_.png,assets/images/n5_07965_公園.png
n5_07975,出る,でる,"to appear,to leave",出现、离开,OK,tup\n5_07975_出る_00001_.png,assets/images/n5_07975_出る.png
n5_07980,切符,きっぷ,ticket,票,OK,tup\n5_07980_切符.png,assets/images/n5_07980_切符.png
n5_07985,動物,どうぶつ,animal,动物,OK,tup\n5_07985_動物_00004_.png,assets/images/n5_07985_動物.png
n5_07988,医者,いしゃ,medical doctor,医生,OK,tup\n5_07988_医者_00001_.png,assets/images/n5_07988_医者.png
n5_07998,卵,たまご,egg,鸡蛋,OK,tup\n5_07998_卵_00001_.png,assets/images/n5_07998_卵.png
n5_08001,友達,ともだち,friend,朋友,OK,tup\n5_08001_友達.png,assets/images/n5_08001_友達.png
n5_08003,口,くち,"mouth,opening",嘴、开口,OK,tup\n5_08003_口_00000.png,assets/images/n5_08003_口.png
n5_08005,台所,だいどころ,kitchen,厨房,OK,tup\n5_08005_台所.png,assets/images/n5_08005_台所.png
n5_08015,喫茶店,きっさてん,coffee lounge,咖啡店,OK,tup\n5_08015_喫茶店_00001_.png,assets/images/n5_08015_喫茶店.png
n5_08020,図書館,としょかん,library,图书馆,OK,tup\n5_08020_図書館_00001_.png,assets/images/n5_08020_図書館.png
n5_08023,地下鉄,ちかてつ,underground train,地铁,OK,tup\n5_08023_地下鉄_00003_.png,assets/images/n5_08023_地下鉄.png
n5_08024,地図,ちず,map,地图,OK,tup\n5_08024_地図_00001_.png,assets/images/n5_08024_地図.png
n5_08046,天気,てんき,weather,天气,OK,tup\n5_08046_天気.png,assets/images/n5_08046_天気.png
n5_08047,太い,ふとい,fat,胖的、粗的,OK,tup\n5_08047_太い_00003_.png,assets/images/n5_08047_太い.png
n5_08048,奥さん,おくさん,(honorable) wife,妻子、太太,OK,tup\n5_08048_奥さん.png,assets/images/n5_08048_奥さん.png
n5_08050,女の子,おんなのこ,girl,女孩,OK,tup\n5_08050_女の子_00001_.png,assets/images/n5_08050_女の子.png
n5_08052,妹,いもうと,(humble) younger sister,妹妹,OK,tup\n5_08052_妹_00001_.png,assets/images/n5_08052_妹.png
n5_08053,姉,あね,(humble) older sister,姐姐,OK,tup\n5_08053_姉_00001_.png,assets/images/n5_08053_姉.png
n5_08057,子供,こども,child,孩子,OK,tup\n5_08057_子供_00001_.png,assets/images/n5_08057_子供.png
n5_08059,学校,がっこう,school,学校,OK,tup\n5_08059_学校.png,assets/images/n5_08059_学校.png
n5_08060,学生,がくせい,student,学生,OK,tup\n5_08060_学生.png,assets/images/n5_08060_学生.png
n5_08062,家,いえ,house,家、房子,OK,tup\n5_08062_家_00001_.png,assets/images/n5_08062_家.png
n5_08064,家族,かぞく,family,家人、家庭,OK,tup\n5_08064_家族.png,assets/images/n5_08064_家族.png
n5_08075,川/河,かわ,river,河,OK,tup\n5_08075_川_河_00004_.png,assets/images/n5_08075_川_河.png
n5_08079,帽子,ぼうし,hat,帽子,OK,tup\n5_08079_帽子.png,assets/images/n5_08079_帽子.png
n5_08082,店,みせ,shop,商店,OK,tup\n5_08082_店.png,assets/images/n5_08082_店.png
n5_08083,座る,すわる,to sit,坐,OK,tup\n5_08083_座る_00004_.png,assets/images/n5_08083_座る.png
n5_08086,建物,たてもの,building,建筑物,OK,tup\n5_08086_建物_00004_.png,assets/images/n5_08086_建物.png
n5_08088,弟,おとうと,younger brother,弟弟,OK,tup\n5_08088_弟_00001_.png,assets/images/n5_08088_弟.png
n5_08095,御飯,ごはん,"cooked rice,meal",米饭、饭,OK,tup\n5_08095_御飯_00001_.png,assets/images/n5_08095_御飯.png
n5_08102,手,て,hand,手,OK,tup\n5_08102_手_00002_.png,assets/images/n5_08102_手.png
n5_08103,手紙,てがみ,letter,信,OK,tup\n5_08103_手紙.png,assets/images/n5_08103_手紙.png
n5_08106,掃除,そうじする,"to clean, to sweep",打扫,OK,tup\n5_08106_掃除_00001_.png,assets/images/n5_08106_掃除.png
n5_08115,新聞,しんぶん,newspaper,报纸,OK,tup\n5_08115_新聞_00001_.png,assets/images/n5_08115_新聞.png
n5_08129,昼御飯,ひるごはん,midday meal,午饭,OK,tup\n5_08129_昼御飯.png,assets/images/n5_08129_昼御飯.png
n5_08131,時計,とけい,"watch,clock",手表、钟,OK,tup\n5_08131_時計_00001_.png,assets/images/n5_08131_時計.png
n5_08134,晩御飯,ばんごはん,evening meal,晚饭,OK,tup\n5_08134_晩御飯_00003_.png,assets/images/n5_08134_晩御飯.png
n5_08141,曇り,くもり,cloudy weather,阴天,OK,tup\n5_08141_曇り.png,assets/images/n5_08141_曇り.png
n5_08150,木,き,"tree,wood",树、木头,OK,tup\n5_08150_木_00001_.png,assets/images/n5_08150_木.png
n5_08152,本,ほん,book,书,OK,tup\n5_08152_本_00001_.png,assets/images/n5_08152_本.png
n5_08154,机,つくえ,desk,桌子、书桌,OK,tup\n5_08154_机.png,assets/images/n5_08154_机.png
n5_08161,果物,くだもの,fruit,水果,OK,tup\n5_08161_果物_00001_.png,assets/images/n5_08161_果物.png
n5_08170,歩く,あるく,to walk,走路,OK,tup\n5_08170_歩く_00001_.png,assets/images/n5_08170_歩く.png
n5_08171,歯,は,tooth,牙齿,OK,tup\n5_08171_歯.png,assets/images/n5_08171_歯.png
n5_08179,水,みず,water,水,OK,tup\n5_08179_水_00003_.png,assets/images/n5_08179_水.png
n5_08184,洋服,ようふく,western-style clothes,西式衣服,OK,tup\n5_08184_洋服.png,assets/images/n5_08184_洋服.png
n5_08187,海,うみ,sea,海,OK,tup\n5_08187_海.png,assets/images/n5_08187_海.png
n5_08200,牛乳,ぎゅうにゅう,milk,牛奶,OK,tup\n5_08200_牛乳_00003_.png,assets/images/n5_08200_牛乳.png
n5_08203,犬,いぬ,dog,狗,OK,tup\n5_08203_犬_00000.png,assets/images/n5_08203_犬.png
n5_08205,猫,ねこ,cat,猫,OK,tup\n5_08205_猫_00000.png,assets/images/n5_08205_猫.png
n5_08211,男の子,おとこのこ,boy,男孩,OK,tup\n5_08211_男の子_00003_.png,assets/images/n5_08211_男の子.png
n5_08213,留学生,りゅうがくせい,overseas student,留学生,OK,tup\n5_08213_留学生.png,assets/images/n5_08213_留学生.png
n5_08217,病院,びょういん,hospital,医院,OK,tup\n5_08217_病院_00001_.png,assets/images/n5_08217_病院.png
n5_08224,目,め,eye,眼睛,OK,tup\n5_08224_目_00004_.png,assets/images/n5_08224_目.png
n5_08230,砂糖,さとう,sugar,糖,OK,tup\n5_08230_砂糖_00003_.png,assets/images/n5_08230_砂糖.png
n5_08236,立つ,たつ,to stand,站,OK,tup\n5_08236_立つ_00004_.png,assets/images/n5_08236_立つ.png
n5_08238,箱,はこ,box,箱子、盒子,OK,tup\n5_08238_箱_00001_.png,assets/images/n5_08238_箱.png
n5_08239,紅茶,こうちゃ,black tea,红茶,OK,tup\n5_08239_紅茶_00001_.png,assets/images/n5_08239_紅茶.png
n5_08240,紙,かみ,paper,纸,OK,tup\n5_08240_紙_00001_.png,assets/images/n5_08240_紙.png
n5_08251,耳,みみ,ear,耳朵,OK,tup\n5_08251_耳_00000.png,assets/images/n5_08251_耳.png
n5_08253,肉,にく,meat,肉,OK,tup\n5_08253_肉_00001_.png,assets/images/n5_08253_肉.png
n5_08259,自転車,じてんしゃ,bicycle,自行车,OK,tup\n5_08259_自転車_00001_.png,assets/images/n5_08259_自転車.png
n5_08261,花,はな,flower,花,OK,tup\n5_08261_花_00001_.png,assets/images/n5_08261_花.png
n5_08262,花瓶,かびん,a vase,花瓶,OK,tup\n5_08262_花瓶_00001_.png,assets/images/n5_08262_花瓶.png
n5_08267,葉書,はがき,postcard,明信片,OK,tup\n5_08267_葉書.png,assets/images/n5_08267_葉書.png
n5_08269,薬,くすり,medicine,药,OK,tup\n5_08269_薬_00003_.png,assets/images/n5_08269_薬.png
n5_08282,読む,よむ,to read,读,OK,tup\n5_08282_読む_00003_.png,assets/images/n5_08282_読む.png
n5_08295,走る,はしる,to run,跑,OK,tup\n5_08295_走る_00003_.png,assets/images/n5_08295_走る.png
n5_08297,足,あし,"foot,leg",脚、腿,OK,tup\n5_08297_足.png,assets/images/n5_08297_足.png
n5_08298,車,くるま,"car,vehicle",车、车辆,OK,tup\n5_08298_車_00001_.png,assets/images/n5_08298_車.png
n5_08309,道,みち,street,道路、街道,OK,tup\n5_08309_道.png,assets/images/n5_08309_道.png
n5_08312,部屋,へや,room,房间,OK,tup\n5_08312_部屋.png,assets/images/n5_08312_部屋.png
n5_08313,郵便局,ゆうびんきょく,post office,邮局,OK,tup\n5_08313_郵便局_00001_.png,assets/images/n5_08313_郵便局.png
n5_08314,重い,おもい,heavy,重的,OK,tup\n5_08314_重い_00001_.png,assets/images/n5_08314_重い.png
n5_08315,野菜,やさい,vegetable,蔬菜,OK,tup\n5_08315_野菜_00001_.png,assets/images/n5_08315_野菜.png
n5_08317,鉛筆,えんぴつ,pencil,铅笔,OK,tup\n5_08317_鉛筆_00001_.png,assets/images/n5_08317_鉛筆.png
n5_08318,銀行,ぎんこう,bank,银行,OK,tup\n5_08318_銀行.png,assets/images/n5_08318_銀行.png
n5_08326,降る,ふる,"to fall, e.g. rain or snow",下、降落,OK,tup\n5_08326_降る_00003_.png,assets/images/n5_08326_降る.png
n5_08329,雑誌,ざっし,magazine,杂志,OK,tup\n5_08329_雑誌_00001_.png,assets/images/n5_08329_雑誌.png
n5_08331,雨,あめ,rain,雨,OK,tup\n5_08331_雨.png,assets/images/n5_08331_雨.png
n5_08332,雪,ゆき,snow,雪,OK,tup\n5_08332_雪_00001_.png,assets/images/n5_08332_雪.png
n5_08335,電話,でんわ,telephone,电话,OK,tup\n5_08335_電話.png,assets/images/n5_08335_電話.png
n5_08336,電車,でんしゃ,electric train,电车,OK,tup\n5_08336_電車_00001_.png,assets/images/n5_08336_電車.png
n5_08340,靴,くつ,shoes,鞋,OK,tup\n5_08340_靴.png,assets/images/n5_08340_靴.png
n5_08341,靴下,くつした,socks,袜子,OK,tup\n5_08341_靴下.png,assets/images/n5_08341_靴下.png
n5_08350,食べ物,たべもの,food,食物,OK,tup\n5_08350_食べ物_00004_.png,assets/images/n5_08350_食べ物.png
n5_08356,高い,たかい,"tall, expensive",高、高价,OK,tup\n5_08356_高い_00001_.png,assets/images/n5_08356_高い.png
n5_08357,魚,さかな,fish,鱼,OK,tup\n5_08357_魚.png,assets/images/n5_08357_魚.png
n5_08358,鳥,とり,bird,鸟,OK,tup\n5_08358_鳥_00002_.png,assets/images/n5_08358_鳥.png
n5_08361,黄色い,きいろい,yellow,黄色、黄的,OK,tup\n5_08361_黄色い_00001_.png,assets/images/n5_08361_黄色い.png
n5_08363,黒い,くろい,black,黑色、黑的,OK,tup\n5_08363_黒い_00004_.png,assets/images/n5_08363_黒い.png
n5_08364,鼻,はな,nose,鼻子,OK,tup\n5_08364＿鼻_00000.png,assets/images/n5_08364_鼻.png
